# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Tue Feb  8 13:56:58 CET 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 6.77815 0.8500000238 2.4350347519    0.850 -0.355  3.6306  4.197    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.86e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.657 5.925 6.651 5.098
0.0152 0.01508 6.77815 0.8650043011 2.4395081997    0.865 -0.342  3.6324  4.198    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.96e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.625 5.884 6.601 5.062
0.0152 0.01508 6.77815 0.9000000358 2.4492788315    0.899 -0.310  3.6365  4.200    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.22e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.545 5.782 6.481 4.973
0.0152 0.01508 6.77815 0.9500000477 2.4618122578    0.950 -0.264  3.6424  4.201    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.64e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.430 5.636 6.309 4.844
0.0152 0.01508 6.77815 1.0000000000 2.4729156494    1.000 -0.217  3.6486  4.202    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.11e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.314 5.488 6.135 4.714
0.0152 0.01508 6.77815 1.0499999523 2.4828116894    1.050 -0.170  3.6550  4.201    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.18e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.196 5.340 5.960 4.584
0.0152 0.01508 6.77815 1.1000000238 2.4916803837    1.099 -0.120  3.6619  4.199    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.27e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.071 5.183 5.778 4.447
0.0152 0.01508 6.77815 1.1499999762 2.4996678829    1.149 -0.071  3.6689  4.197    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.31e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.947 5.031 5.600 4.313
0.0152 0.01508 6.77815 1.2000000477 2.5068950653    1.200 -0.022  3.6760  4.195    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.29e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.825 4.882 5.428 4.183
0.0152 0.01508 6.77815 1.2500000000 2.5134611130    1.250  0.027  3.6830  4.192    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.23e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.703 4.736 5.260 4.055
0.0152 0.01508 6.77815 1.2999999523 2.5194499493    1.300  0.077  3.6902  4.187    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.12e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.577 4.587 5.089 3.924
0.0152 0.01508 6.77815 1.3264632225 2.5224103928    1.327  0.102  3.6937  4.186    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.96e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.516 4.516 5.008 3.862
0.0152 0.01508 6.77815 1.3500001431 2.5249314308    1.350  0.129  3.6975  4.181    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.93e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.447 4.436 4.917 3.792
0.0152 0.01508 6.77815 1.4000000954 2.5299651623    1.400  0.187  3.7053  4.171    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.76e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.303 4.272 4.733 3.646
0.0152 0.01508 6.77815 1.4500000477 2.5346016884    1.450  0.246  3.7131  4.158    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.47e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.156 4.106 4.547 3.499
0.0152 0.01508 6.77815 1.5000000000 2.5388846397    1.500  0.309  3.7213  4.142    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.07e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.997 3.931 4.352 3.341
0.0152 0.01508 6.77815 1.5359205008 2.5417642593    1.536  0.356  3.7271  4.129    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.59e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.881 3.804 4.212 3.227
0.0152 0.01508 6.77815 1.5499999523 2.5428512096    1.550  0.374  3.7294  4.124    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.43e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.834 3.753 4.156 3.181
0.0152 0.01508 6.77815 1.5994516611 2.5464951992    1.599  0.450  3.7381  4.096    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.58e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.645 3.550 3.932 2.998
0.0152 0.01508 6.77815 1.6000000238 2.5465342999    1.600  0.451  3.7382  4.096    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.57e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.643 3.547 3.930 2.995
0.0152 0.01508 6.77815 1.6149405241 2.5475838184    1.615  0.475  3.7409  4.087    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.584 3.484 3.861 2.938
0.0152 0.01508 6.77815 1.6500000954 2.5499615669    1.649  0.537  3.7475  4.061    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.23e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.428 3.322 3.684 2.790
0.0152 0.01508 6.77815 1.6616237164 2.5507245064    1.661  0.558  3.7497  4.051    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.26e-18      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.375 3.266 3.624 2.739
